name,x,y
2.5,0.7615657353401187,1.0
2.5,0.7715657353401187,1.0
2.5,0.7815657353401188,1.0
2.5,0.7915657353401188,1.0
2.5,0.8015657353401188,1.0
2.5,0.8115657353401188,1.0
2.5,0.8215657353401188,1.0
2.5,0.8315657353401188,1.0
2.5,0.8415657353401188,1.0
1.5,0.42156573534011843,0.0
1.5,0.43156573534011844,0.0
1.5,0.44156573534011845,0.0
1.5,0.45156573534011846,0.0
1.5,0.46156573534011847,0.0
1.5,0.4715657353401185,0.0
1.5,0.4815657353401185,0.0
1.5,0.4915657353401185,0.0
1.5,0.5015657353401185,0.0
1.5,0.5115657353401185,0.0
1.5,0.5215657353401185,0.0
1.5,0.5315657353401185,0.0
1.5,0.5415657353401185,0.0
1.5,0.5515657353401185,0.05128205128205128
1.5,0.5615657353401186,0.05128205128205128
1.5,0.5715657353401186,0.10256410256410256
1.5,0.5815657353401186,0.1794871794871795
1.5,0.5915657353401186,0.2564102564102564
1.5,0.6015657353401186,0.28205128205128205
1.5,0.6115657353401186,0.38461538461538464
1.5,0.6215657353401186,0.5384615384615384
1.5,0.6315657353401186,0.6666666666666666
1.5,0.6415657353401186,0.6666666666666666
1.5,0.6515657353401186,0.717948717948718
1.5,0.6615657353401186,0.7692307692307693
1.5,0.6715657353401187,0.7948717948717948
1.5,0.6815657353401187,0.8461538461538461
1.5,0.6915657353401187,0.8461538461538461
1.5,0.7015657353401187,0.8461538461538461
1.5,0.7115657353401187,0.8717948717948718
1.5,0.7215657353401187,0.8974358974358975
1.5,0.7315657353401187,0.8974358974358975
1.5,0.7415657353401187,0.8974358974358975
1.5,0.7515657353401187,0.9230769230769231
1.5,0.7615657353401187,0.9487179487179487
1.5,0.7715657353401187,0.9487179487179487
1.5,0.7815657353401188,0.9487179487179487
1.5,0.7915657353401188,0.9743589743589743
1.5,0.8015657353401188,0.9743589743589743
1.5,0.8115657353401188,0.9743589743589743
1.5,0.8215657353401188,0.9743589743589743
1.5,0.8315657353401188,0.9743589743589743
1.5,0.8415657353401188,0.9743589743589743
2.0,0.42156573534011843,0.0
2.0,0.43156573534011844,0.0
2.0,0.44156573534011845,0.0
2.0,0.45156573534011846,0.0
2.0,0.46156573534011847,0.0
2.0,0.4715657353401185,0.0
2.0,0.4815657353401185,0.0
2.0,0.4915657353401185,0.0
2.0,0.5015657353401185,0.0
2.0,0.5115657353401185,0.0
2.0,0.5215657353401185,0.0
2.0,0.5315657353401185,0.0
2.0,0.5415657353401185,0.030303030303030304
2.0,0.5515657353401185,0.06060606060606061
2.0,0.5615657353401186,0.3333333333333333
2.0,0.5715657353401186,0.5151515151515151
2.0,0.5815657353401186,0.8181818181818182
2.0,0.5915657353401186,0.8181818181818182
2.0,0.6015657353401186,0.9696969696969697
2.0,0.6115657353401186,0.9696969696969697
2.0,0.6215657353401186,0.9696969696969697
2.0,0.6315657353401186,0.9696969696969697
2.0,0.6415657353401186,0.9696969696969697
2.0,0.6515657353401186,0.9696969696969697
2.0,0.6615657353401186,1.0
2.0,0.6715657353401187,1.0
2.0,0.6815657353401187,1.0
2.0,0.6915657353401187,1.0
2.0,0.7015657353401187,1.0
2.0,0.7115657353401187,1.0
2.0,0.7215657353401187,1.0
2.0,0.7315657353401187,1.0
2.0,0.7415657353401187,1.0
2.0,0.7515657353401187,1.0
2.0,0.7615657353401187,1.0
2.0,0.7715657353401187,1.0
2.0,0.7815657353401188,1.0
2.0,0.7915657353401188,1.0
2.0,0.8015657353401188,1.0
2.0,0.8115657353401188,1.0
2.0,0.8215657353401188,1.0
2.0,0.8315657353401188,1.0
2.0,0.8415657353401188,1.0
3.0,0.42156573534011843,0.0
3.0,0.43156573534011844,0.0
3.0,0.44156573534011845,0.0
3.0,0.45156573534011846,0.0
3.0,0.46156573534011847,0.0
3.0,0.4715657353401185,0.0
3.0,0.4815657353401185,0.0
3.0,0.4915657353401185,0.0
3.0,0.5015657353401185,0.0
3.0,0.5115657353401185,0.0
3.0,0.5215657353401185,0.0
3.0,0.5315657353401185,0.047619047619047616
3.0,0.5415657353401185,0.19047619047619047
3.0,0.5515657353401185,0.42857142857142855
3.0,0.5615657353401186,0.5714285714285714
3.0,0.5715657353401186,0.7142857142857143
3.0,0.5815657353401186,0.7619047619047619
3.0,0.5915657353401186,0.8095238095238095
3.0,0.6015657353401186,0.8571428571428571
3.0,0.6115657353401186,0.8571428571428571
3.0,0.6215657353401186,0.8571428571428571
3.0,0.6315657353401186,0.8571428571428571
3.0,0.6415657353401186,0.9047619047619048
3.0,0.6515657353401186,0.9047619047619048
3.0,0.6615657353401186,1.0
3.0,0.6715657353401187,1.0
3.0,0.6815657353401187,1.0
3.0,0.6915657353401187,1.0
3.0,0.7015657353401187,1.0
3.0,0.7115657353401187,1.0
3.0,0.7215657353401187,1.0
3.0,0.7315657353401187,1.0
3.0,0.7415657353401187,1.0
3.0,0.7515657353401187,1.0
3.0,0.7615657353401187,1.0
3.0,0.7715657353401187,1.0
3.0,0.7815657353401188,1.0
3.0,0.7915657353401188,1.0
3.0,0.8015657353401188,1.0
3.0,0.8115657353401188,1.0
3.0,0.8215657353401188,1.0
3.0,0.8315657353401188,1.0
3.0,0.8415657353401188,1.0
